5,1
9.96134716626885,0.781755287531837,4.42678269775446,1.06652770180584,9.61898080855054
30
36
1,2
1,6
1,3
1,5
1,4
1,4
2,3
2,1
2,4
2,6
2,5
2,5
3,4
3,2
3,5
3,1
3,6
3,6
4,5
4,3
4,6
4,2
4,1
4,1
5,6
5,4
5,1
5,3
5,2
5,2
6,1
6,5
6,2
6,4
6,3
6,3
